id,dzien_rozliczenia,product1,product2,product3,product4
2,2023-08-21,114.0,27,15.0,0.0
37,2023-08-21,57.0,24,21.0,0.0
3,2023-08-21,64.0,29,14.0,0.0
6,2023-08-21,45.0,29,5.0,1.0
8,2023-08-21,99.0,23,14.0,2.0
9,2023-08-21,46.0,12,2.0,0.0
1,2023-08-21,73.0,40,15.0,3.0
7,2023-08-21,59.0,29,16.0,5.0
4,2023-08-21,48.0,14,18.0,1.0
2,2023-08-20,102.0,36,23.0,0.0
8,2023-08-19,94.0,14,19.0,2.0
3,2023-08-19,85.0,48,10.0,2.0
4,2023-08-19,128.0,38,29.0,9.0
2,2023-08-19,220.0,101,20.0,3.0
37,2023-08-19,93.0,51,20.0,0.0
7,2023-08-19,103.0,55,9.0,20.0
